document_id,cluster
" the prime minister told BBC One's Breakfast with Frost programme. According to a new book, Brown's Britain, Mr Blair went back on a pledge to make way for Mr Brown after Cabinet allies intervened in June 2004. Mr Blair said the claims were reheated from six months ago"" and that he was concentrating on running the country. Mr Blair said: ""I've dealt with this six months ago. I said then you don't do deals over jobs like this - you don't.  ""What both of us are actually concentrating on are the issues that concern the country."" The book",3
 the minister said stopping sectarian abuse associated with Old Firm matches is a key objective. Ms Jamieson was speaking ahead of the third round Scottish Cup clash between the Glasgow clubs at Parkhead on Sunday. The sectarianism long associated with sections of the support from both clubs has become a significant target for the executive. Last week Ms Jamieson and First Minister Jack McConnell met supporters' representatives from both clubs to discuss the issue.  They plan to hold an anti-sectarian summit next month with officials from the clubs,1
 Home Secretary Charles Clarke has said.  He is proposing a points system similar to Australia's but would avoid the quota system planned by the Tories. Mr Clarke,3
" we will give you every support."" The law lords' ruling came on Charles Clarke's first day as home secretary last Thursday following David Blunkett's resignation. In a statement on the same day",1
 according to a poll posing the question the government will put to the country.  The Daily Telegraph poll suggests that 45% of people would vote against the constitution and 24% in favour. However the YouGov poll,1
" adding that with the Lib Dems ""what you see is what you get"". He made his comments at the start of a day of appearances on Channel Five in a session on The Wright Stuff programme. Questions from callers",3
 the UK's highest court has ruled.  In a blow to the government's anti-terror measures,1
 the chancellor is leaving Britain on a high-profile tour of Africa to highlight poverty issues. But before doing so,3
 such as boards tackling industrial development and housing. Their powers would be returned to elected local councils or national government. The Tories say the strategic health authorities are not needed as it is better that local people,3
 who took on the post on Thursday after David Blunkett quit,1
 whose Finchley constituency contains a large Jewish community,3
 28,1
" new guidelines say.  The law also protects those who use ""something to hand"" as a weapon. The leaflet",1
" with no reduction for those killers given a ""whole life tariff"". At the time Lord Woolf",1
 due to come into force next month,1
 would only cause annoyance or would pose too heavy a burden on resources.  Mr Blunkett said a new three digit number would be created for non-emergency phone calls to police. The best performing police services would get more cash and extra freedoms,1
" he was given the agriculture portfolio when Labour regained power in 1997. Mr Cunningham went on to become Tony Blair's ""cabinet enforcer"". He has represented the constituency now known as Copeland since 1970. Mr Blair said he was a ""huge figure"" in Labour and a ""valued",1
 landlords,9
 which is unhappy at defence merger plans,1
 BBC Scotland has learned.  Authorities will decide final figures on Thursday when projected increases will be more than twice the rate of inflation,1
 figures compiled by the Tories suggest.  Some government departments had doubled the number of documents being shredded ahead of the Freedom of Information Act's implementation on 1 January. Departments for defence,1
" food and rural affairs committee will be touring fish markets and talking to fish processors. They will also talk to Fisheries Minister Ross Finnie and scientists. MPs are deciding whether to recommend a new system of ""community quotas"" to conserve fish stocks. The aim is that fishing ports like Peterhead or Fraserburgh would be allocated a quota and local people would decide how to fish it. The scheme is a variation on the local management committees already being established by the European Union.  Details are contained in a Royal Commission report for the UK Government",9
 who is Catholic,1
 which is made up of the most senior defence figures,1
" a report says.  The Higher Education Funding Council for England said more people went to university between 1994 and 2000. But the percentage of poorer students ""hardly changed at all""",1
000 people at a Hindu temple as part of an appeal to ethnic minority voters.  The Liberal Democrat leader will visit the Shri Swaminarayan Mandir Temple in Neasden,1
" and then the News of the World picked up the story. ""I tried for three years to make something work.""    ""Trust",2
